,smiles,ChEMBL_ID,activity_IC50,binding_score
5024,Fc1ccc(F)c2c1OC[C@H]1[C@H](CCS(=O)(=O)CC3=NCCN3)OCC[C@@]21S(=O)(=O)c1ccc(Cl)cc1,CHEMBL3916230,4.301029995663981,-10.04384
5025,Cc1cc(C)nc(O[C@H](C(O)=O)[C@]2(NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc23)c2cccc(c2)-c2ccccc2)n1,CHEMBL319754,4.447158031342219,-10.97854
5026,Nc1ccc(cn1)C(=O)NC1CCC(CC1)=Cc1cccc(Oc2ccc(cn2)C(F)(F)F)c1,CHEMBL4557596,0.5314789170422551,-10.71862
5027,C[C@@H](NC(=O)c1cc(cc(c1)C(C)(C)O)-c1ccc(C)cn1)c1ccc(nc1)C(F)(F)F,CHEMBL4227222,4.278753600952829,-10.42892
5028,CC(C)(C)OC(=O)N1CCC2(C[C@H]2CNC(=O)N2Cc3ccncc3C2)CC1,CHEMBL3920776,4.0,-9.08302
5029,Fc1ccc(F)c2c1OC[C@H]1[C@H](CCS(=O)(=O)C[C@@H]3CCCN3)OCC[C@@]21S(=O)(=O)c1ccc(Cl)cc1,CHEMBL3911925,4.301029995663981,-10.29121
5030,Fc1ccc(F)c2c1OC[C@H]1[C@H](CCS(=O)(=O)[C@H]3CCNC3)OCC[C@@]21S(=O)(=O)c1ccc(Cl)cc1,CHEMBL3981876,4.301029995663981,-10.04516
5031,OC(=O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,CHEMBL1171008,4.3299999818189825,-9.82533
5032,OC(Cn1cncn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(cn1)-c1ccc(OC(F)(F)F)cc1,CHEMBL3680985,3.4913616938342726,-10.84659
5033,CCOc1ccc(Oc2ncc(\\C=C\\[C@H](C)NC(C)=O)s2)cc1,CHEMBL4226491,3.934498451243568,-7.54229
5034,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)-c1ccccc1,CHEMBL245196,4.204119982655925,-10.68794
5035,CCc1nc(N)nc(N)c1-c1ccc2OC(C)(C(=O)N(CCNC(C)=O)c2c1)c1ccc(Cl)cc1,CHEMBL239074,4.079181246047625,-10.06358
5036,CCn1ccc(cc1=O)-c1ccc(cc1)[C@H](C)N1CC[C@@](CC(C)(C)O)(OC1=O)c1ccccc1,CHEMBL3664671,4.698970004336019,-10.47535
5037,CCn1cc(cc(C)c1=O)-c1ccc(cc1)[C@H](C)N1CC[C@@](CC(C)(C)O)(OC1=O)c1ccccc1,CHEMBL3664676,4.698970004336019,-11.23631
5038,CC1CCN(CC1)c1ccc(NC(=O)c2ccc(CN3CCOCC3)cc2)cc1C(F)(F)F,CHEMBL4638872,3.6972293427597176,-9.01405
5039,C[C@H](NC(C)=O)\\C=C\\c1ccc(Oc2cc3sc(C)nc3cc2Cl)nc1,CHEMBL4226500,4.301029995663981,-8.45704
5040,COc1cc(cc(n1)-c1ccc(cc1)C(O)=O)C(=O)N1CCC2(CC1)Cc1cnn(C(C)C)c1C(=O)C2,CHEMBL4567446,4.698970004336019,-9.87733
5041,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(\\C=C\\COCC(F)(F)F)cn1,CHEMBL3954501,5.161368002234975,-9.66643
5042,CCn1c(nc2c(ncnc12)-c1cnc2NC(=O)[C@@](C)(NCC(C)(C)F)c2c1)-c1cnc(C)nc1,CHEMBL4750385,4.698970004336019,-9.71755
5043,CC1(CC(=O)N2CCC3(CC3CNC(=O)N3Cc4ccncc4C3)CC2)CCOCC1,CHEMBL3968268,4.0,-9.97624
5044,O=C(NCC1CC11CCN(CC1)C(=O)c1ccccc1)N1Cc2ccncc2C1,CHEMBL3984355,4.0,-10.29715
5045,Fc1ccc(F)c2c1OC[C@H]1[C@H](CCS(=O)(=O)[C@@H]3CCNC3)OCC[C@@]21S(=O)(=O)c1ccc(Cl)cc1,CHEMBL3902914,4.301029995663981,-10.55922
5046,C[C@H]1CN(Cc2cccc(c2)-c2cc(CNC(=O)c3cccc(CC4CCNCC4)c3)ccc2F)CCN1,CHEMBL521523,4.0,-11.27978
5047,CCn1c(C)cc(cc1=O)-c1ccc(cc1)[C@H](C)N1CC[C@@](CC(C)(C)O)(OC1=O)c1ccccc1,CHEMBL3664677,4.544068044350276,-10.94097
5048,Cc1c(ccc2c3oc(CN)nc3c(=O)n(C3CC3)c12)-c1cnc2[nH]ncc2c1,CHEMBL4787847,2.9030899869919438,-9.80887
5049,CN(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(CC=C)cc1,CHEMBL333704,5.301029995663981,-9.38262
5050,Cl.Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,CHEMBL2204360,4.5910646070264995,-7.8634
5051,CNCCS(=O)(=O)CC[C@@H]1OCC[C@@]2([C@H]1COc1c(F)ccc(F)c21)S(=O)(=O)c1ccc(Cl)cc1,CHEMBL3904067,4.301029995663981,-9.34579
5052,CCOC(=O)c1ccc(cc1)-n1nc(cc1-c1ccc(C)cc1)C(F)(F)F,CHEMBL440055,4.6020599913279625,-8.78076
5054,CC(CC(O)=O)c1cccc(n1)-n1c(cc2ccc(OC(F)(F)F)cc12)C(N)=O,CHEMBL4215835,4.301029995663981,-9.34548
5055,C1CCN(CC1)[C@H]([C@@H](N1CCCCC1)c1ccccc1)c1ccccc1,CHEMBL2152522,4.29999993144297,-9.05213
5056,Nc1ncccc1-c1nc2cc(cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1)-c1cccnc1,CHEMBL2177831,4.0,-11.28222
5057,CN1CCc2ccc(NS(=O)(=O)c3ccc(cc3)-c3ccc(Cl)cc3)cc2CC1,CHEMBL231430,4.653212513775344,-9.9313
5058,Cc1cc2c(c[nH]c2cc1O)C(=O)OCC12CCN(CC1)CC2,CHEMBL3898625,4.0,-8.29174
5059,Cc1cc2cc(NC(N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)=NC(=O)c3ccc(C)nc3)ccc2o1,CHEMBL565390,3.9542425094393248,-11.18112
5060,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,CHEMBL457,3.9822712330395684,-7.28167
5061,Nc1ncc(cn1)C(=O)NC1CCC(CC1)=Cc1cccc(Oc2ccc(cn2)C(F)(F)F)c1,CHEMBL4438972,0.8129133566428556,-10.48438
5062,CN1CCCN(CC1)c1cncc(n1)-c1cccc(\\C=C\\C(O)=O)c1,CHEMBL493937,4.477121254719663,-8.66789
5063,Clc1cccc2c(c[nH]c12)C(=O)OCC12CCN(CC1)CC2,CHEMBL3889611,4.0,-7.80482
5064,CN1CN(CC1=O)C(=O)CSc1ncnc2oc(c(C)c12)C(F)(F)F,CHEMBL4633059,4.477121254719663,-8.52817
5065,COc1ccc(C(=O)\\C=C\\c2cccnc2)c(OC)c1,CHEMBL427692,4.301029995663981,-6.87529
5066,Clc1cccc(c1)C(=O)\\C=C\\c1cccnc1,CHEMBL4065284,4.301029995663981,-7.39502
5067,COC(=O)N1CCN(CC(=O)c2ccc(OCCCN3CCC[C@H]3C)cc2)CC1,CHEMBL2036653,4.477121254719663,-8.4127
5068,CC(C)C(=O)C1=C(O)C(=O)N(C1c1ccccc1OCC[S+](C)[O-])c1ccc(cc1)-c1ccsc1,CHEMBL4437131,4.301029995663981,-9.22756
5070,COc1cc(F)c2c(c[nH]c2c1)C(=O)OCC12CCN(CC1)CC2,CHEMBL3923223,4.0,-7.92186
5071,COc1ccc(cc1)-n1c(SCc2nc(no2)-c2ccc(C)cc2)nnc1-c1ccncc1,CHEMBL1552719,2.9956351945975497,-9.78072
5074,COc1ccccc1C1N(C(=O)C(O)=C1C(=O)C(C)C)c1ccc(cc1)-c1ccsc1,CHEMBL4454941,4.2552725051033065,-9.73055
5076,Fc1cccc(Br)c1C(=O)c1c[nH]c(c1)C(=O)Nc1cccnc1,CHEMBL4436895,3.6989700043360187,-9.00736
5078,Clc1cnc(Nc2cnc(cn2)C#N)cc1NC[C@H]1CNCCO1,CHEMBL4754960,4.0,-7.18449
5079,O=C(\\C=C\\c1cccnc1)c1ccc2ccccc2c1,CHEMBL4063333,4.301029995663981,-8.9803
5080,CONC(=O)c1cc(Nc2ncnn3cc(-c4ncc(C)o4)c(C(C)C)c23)c(F)cc1F,CHEMBL193306,3.5563025007672873,-9.36624
5081,Cc1[nH]cnc1CN1C(CCc2ccccc2)CN(Cc2ccccc12)S(=O)(=O)c1ccc(Cl)c(Cl)c1,CHEMBL8414,3.3010299956639813,-11.09883
5082,Brc1cccc(c1)C(=O)\\C=C\\c1cccnc1,CHEMBL4084977,4.301029995663981,-7.28724
5083,Cc1oc(nc1COc1cccc(CN(CC(O)=O)C(=O)Oc2ccc(C)cc2)c1)-c1ccc(Cl)cc1,CHEMBL1089210,3.0791812460476247,-10.38848
5084,Cc1ccccc1-c1ccc2c3[nH]c(nc3c(=O)[nH]c2c1)-c1c(F)cccc1Cl,CHEMBL2387504,4.230448921378274,-11.76444
5085,Cc1cccc(Cl)c1-c1nc2c([nH]1)c1ccc(cc1[nH]c2=O)-c1ccccc1,CHEMBL2387500,4.477121254719663,-10.79874
5086,Clc1ccccc1-c1nc2c([nH]1)c1ccc(cc1[nH]c2=O)-c1cccnc1,CHEMBL2387605,4.3979400086720375,-10.82166
5087,Clc1ccccc1-c1nc2c([nH]1)c1ccc(CCc3ccccc3)cc1[nH]c2=O,CHEMBL2387601,4.477121254719663,-11.40686
5088,Cn1c(SCCCN2CC3CCN(C3C2)c2ccc(cc2)C(F)(F)F)nnc1-c1cc[nH]c(=O)c1,CHEMBL3774411,4.301029995663981,-9.8365
5089,Cl.Cl.CN1CCC(=CC1)c1c[nH]c2ccc(NC(=N)c3ccco3)cc12,CHEMBL3216551,5.0,-8.97204
5090,OC(=O)Cc1ccc(Cc2cc(nc(c2)C(F)(F)F)-c2cccc(Cl)c2)cc1,CHEMBL4541964,4.707570176097937,-9.96989
5091,CNC(=O)[C@@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n1cnc2c(NC)nc(nc12)C#Cc1cnccn1,CHEMBL3407774,4.0,-8.90913
5092,CC(C)COC(=O)[C@H](Cn1ccnc1)NC(=O)c1cc(on1)-c1ccccc1F,CHEMBL4126548,4.698970004336019,-8.58963
5093,NC(=O)C[S+]([O-])Cc1ccccc1-c1ccc(Cl)cc1,CHEMBL1956397,5.367355921026019,-7.77408
5094,CCNC(=O)c1cc2c(nc(N)nc2s1)-c1cc(OCCN(CC)CC)c(Cl)cc1Cl,CHEMBL549749,4.0,-8.47861
5095,C(NCC1CCOCC1)C=CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc12,CHEMBL4070320,3.6989700043360187,-10.29381
5096,C(NC1CCOCC1)C=CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc12,CHEMBL4075205,3.6989700043360187,-10.65167
5097,CNC(=O)c1c(oc2cc(c(cc12)C1CC1)-n1ncnc1-c1ccc(B(O)O)c(F)c1)-c1ccc(F)cc1,CHEMBL4451904,3.4313637641589874,-11.75592
5098,CNc1ccc(NC(=O)c2cc(NC(=O)c3cccc(c3)C(C)(C)C#N)ccc2C)cn1,CHEMBL475045,3.690196080028514,-9.35109
5101,C[C@H](NC(C)=O)\\C=C\\c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nc1,CHEMBL4224858,3.9777236052888476,-8.5055
5102,O=C(\\C=C\\c1ccc2OCOc2c1)c1ccncc1,CHEMBL4210776,4.301029995663981,-7.68177
5103,COc1ccc(cc1OC1CCN(CC1)C(C)C)C(=O)NCc1csc(C)n1,CHEMBL3187348,4.477121254719663,-8.49179
5104,N[C@@H]1CCC=C([C@H]1COc1cc(F)c(cc1Cl)S(=O)(=O)Nc1cscn1)c1ccc(F)cc1,CHEMBL4076061,3.8750612633917,-10.13259
5105,CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@@]2(O)C#CC(C)(C)C)[C@@H]2CCC3=CC(=O)CCC3=C12,CHEMBL4163069,4.0,-9.46486
5106,CC(C)Oc1ccc(cc1C(=O)N1Cc2cn(nc2C1)-c1ccccc1)C#N,CHEMBL4202824,4.0,-9.74264
5107,COc1c2ccoc2cc2oc(=O)ccc12,CHEMBL24171,4.0,-7.19167
5109,Cc1ncc(cn1)C(=O)Nc1ccc(cn1)-c1cccc(c1)S(=O)(=O)C1CC1,CHEMBL4105066,4.477121254719663,-8.71709
5110,COc1cccc(NC(C(=O)c2c[nH]c3ccccc23)c2nc3ccccc3o2)c1,CHEMBL4203720,3.785329835010767,-9.88184
5111,COc1ccc(CCN2[C@@H](CN(NS(C)(=O)=O)C2=O)c2ccc(OC)cc2)cc1,CHEMBL569185,4.672097857935717,-8.10873
5112,Cl.Cc1cc2ncc(cn2n1)C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N,CHEMBL1929387,4.0,-8.48059
5113,Cn1c(SCCCN2CC3CCN(C3C2)c2ccc(F)cc2F)nnc1-c1cnccn1,CHEMBL3774591,3.0,-9.15341
5114,COc1ccc(\\C=C\\C(=O)c2ccncc2)c(OC)c1OC,CHEMBL2237710,4.301029995663981,-6.99554
5115,Cn1ccc2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c12,CHEMBL567292,4.623249290397901,-9.16067
5116,Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c12,CHEMBL567911,3.6720978579357175,-9.24262
5117,C[C@H](NC(C)=O)\\C=C\\c1ccc(Oc2ccc3nc(sc3c2Cl)C(C)C)nc1,CHEMBL4225659,4.113943352306837,-9.54413
5118,OC(=O)CCCOc1ccc(cc1)-c1cc(OC(F)(F)F)ccc1Cl,CHEMBL3968947,4.518118947143153,-8.70849
5119,COc1ccccc1C1N(C(=O)c2[nH]nc(c12)C(C)(C)C)c1ccc(cc1)-c1nc(C)no1,CHEMBL4745262,3.3010299956639813,-9.92543
5120,COc1c(OCc2ccc(F)cc2)cc2oc3cc4OC(C)(C)C=Cc4c(OC\\C=C\\C(O)=O)c3c(=O)c2c1CC=C(C)C,CHEMBL4877549,3.230448921378274,-11.85127
5121,Oc1ccc2[nH]c(nc2c1CN1CCCCC1)-c1ccccc1,CHEMBL2013195,4.477121254719663,-8.72239
5123,CC(C)OC(=O)N1CCC2(CC(CCCOc3ccc(C(=O)N4CC(O)C4)c(F)c3)C2)CC1,CHEMBL4226586,4.0,-9.39218
5124,C[C@H]1COCCN1c1nc(cc(n1)C1(CC1)S(C)(=O)=O)-c1cnc(N)cc1F,CHEMBL4211915,4.0,-8.85375
5125,OCC[C@@]1(CCN(C(=O)O1)c1cccc(c1)-c1ccc(F)cc1F)c1ccccc1,CHEMBL3645520,4.431363764158987,-11.02676
5127,CC(C)(CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc12)CNC1CCC(F)(F)CC1,CHEMBL4094400,3.6989700043360187,-10.25653
5128,C[C@H](N1CC[C@@](CCC(N)=O)(OC1=O)c1ccccc1)c1ccc(cc1)-c1ccc(F)cc1,CHEMBL3645524,3.7993405494535817,-10.67439
5133,Cc1cc(C[C@@H](NC(=O)N2CCC3(CC2)OC(=O)Nc2ncccc32)C(=O)N[C@@H](CC2CCNCC2)C(=O)N2CCN(CC2)c2ccncc2)cc2cn[nH]c12,CHEMBL4635331,4.699999970860912,-13.03261
5135,Clc1ccc2[nH]cc(C(=O)OCC34CCN(CC3)CC4)c2c1,CHEMBL3915393,4.0,-7.79193
5136,CC1(C)OC(=S)Nc2ccc(cc12)S(=O)(=O)N1c2ccccc2COc2cc(F)ccc12,CHEMBL3775473,2.598790506763115,-11.34165
5137,C[C@H]1CN(CCCc2ccc(cc2)-c2cccc(Oc3ncc(F)cc3C(=O)N[C@@H]3CC[C@@H](CC3)NC(=O)c3cc(C)n(C)n3)c2)C[C@@H](C)N1,CHEMBL3288027,3.0,-12.40862
5138,CN(c1ccc2nc(C)n(C)c2c1)c1ccnc(Nc2cccc(c2)S(N)(=O)=O)n1,CHEMBL478612,4.176091259055681,-9.85802
5139,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](C2CCCC2)C(O)=O)c(C)c1,CHEMBL513400,3.0791812460476247,-11.21163
5140,CC1(CC(=O)NCc2ccccc2N)CC2(CCCCC2)OO1,CHEMBL567376,3.6989700043360187,-9.03955
5141,NC[C@H](NC(=O)c1ccc([nH]1)-c1ccc(c(F)c1)C(F)(F)F)c1nc(CO)cs1,CHEMBL4533529,4.3979400086720375,-9.30279
5142,O[C@@H]([C@H]1CC[C@@H](Cc2ccc(NC(=O)Cn3cccnc3=O)cc2)N1)c1ccccc1,CHEMBL3763594,5.0,-10.31073
5144,OC1(CNCC(=O)N2CCc3ccccc3[C@@H]2C2CCCCC2)CCCCC1,CHEMBL3356251,4.698970004336019,-10.02291
5145,C[C@@H]1CN(CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1)c1nc(no1)C(F)(F)F,CHEMBL3358006,4.0,-9.17917
5146,O=C1Nc2ccccc2[C@]11C[C@H]1c1ccc2c(\\C=C\\c3cccnc3)n[nH]c2c1,CHEMBL3353342,2.505149978319906,-10.50252
5148,CC(NC(=O)c1[nH]cc(c1C)C1(CC1)c1ccc(nc1)C(F)(F)F)c1nc[nH]n1,CHEMBL4848632,4.079181246047625,-8.91642
5149,Cc1cc(ccn1)-c1ccc2OCCn3c(Nc4cccc(OC(F)(F)F)c4)nnc3-c2c1,CHEMBL4798957,3.143014800254095,-11.01266
5150,C[C@@H](c1cc(OCC(F)F)ccn1)n1cnc2c(N)nc(Cl)nc12,CHEMBL4762103,4.3979400086720375,-7.82242
5151,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C(\\F)=C\\CN1CCCCC1,CHEMBL3357635,4.0,-9.91466
5152,Fc1ccc(cc1)S(=O)(=O)[C@@]12CC[C@@H](NC(=O)C3CCS(=O)(=O)CC3)[C@@H]1CCc1cc(ccc21)C(F)(C(F)(F)F)C(F)(F)F,CHEMBL4796103,3.7403626894942437,-10.8209
5153,Cc1cc(ccn1)-c1ccc2OCCn3c(Oc4ccccc4OC(F)(F)F)nnc3-c2c1,CHEMBL4743615,4.416640507338281,-11.29737
5154,O[C@H]1CC[C@@H](CC1)c1ccc(OCCCN2CCCCC2)cc1,CHEMBL2375587,4.605305046141109,-8.23876
5155,CCNc1cc(N2CCCCS2(=O)=O)c(F)c(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F,CHEMBL253641,3.9542425094393248,-11.36762
5156,CN(C)CCCOc1ccc(cc1)-n1ccnc1,CHEMBL114297,4.515873843711679,-5.96116
5157,C[C@]1(COCC(N)=N1)c1cc(Nc2cc(Cl)cc3cc(Cl)cnc23)ccc1F,CHEMBL3969614,4.698970004336019,-9.55072
5162,COC(=O)C1CCN(CC1)C(=O)c1ccc(CS(=O)(=O)c2ccc3nc(N)sc3c2)cc1,CHEMBL4476655,4.0,-9.39365
5163,Nc1nc2ccc(cc2s1)C(=O)NCc1ccc(Cl)c(Cl)c1,CHEMBL4458858,4.3979400086720375,-8.60476
5164,Nc1nc2ccc(cc2s1)C(=O)NCc1ccc(cc1)C(=O)NCc1ccccc1,CHEMBL4581650,4.0,-10.48232
5165,Nc1nc2ccc(cc2s1)C(=O)NCc1ccccc1N,CHEMBL4460492,4.3979400086720375,-8.91122
5166,C[C@H](Oc1cc2cc(F)ccc2nc1N)c1[nH]c(=O)ccc1-n1cccn1,CHEMBL4650304,4.396199347095736,-9.68121
5167,Cn1cc(cn1)-c1nc2c(cnn2cc1OCCC(C)(C)O)-c1ccnc(OC2CC2)c1,CHEMBL4751832,3.8920946026904804,-9.24984
5168,OC(=O)C1=C(CCCC1)NC(=O)CCc1cnn(c1)-c1ccc(O)cn1,CHEMBL1085150,4.698970004336019,-9.22114
5169,COc1ncnc(Cn2cc(C(=O)NCC(F)F)c3ncc(C)cc23)c1C,CHEMBL3291422,4.698970004336019,-8.20998
5170,Nc1nc2ccc(OCc3ccccc3)cc2s1,CHEMBL2386433,4.3979400086720375,-7.66813
5171,COc1ccc(CN(Cc2ccc(Cl)c(Cl)c2)C(=O)c2ccc3nc(N)sc3c2)cc1OC,CHEMBL4462566,4.0,-9.4881
5172,COc1nc(ccc1-n1cnc(C)c1)-c1csc(Nc2c3CCCCc3nn2CCO)n1,CHEMBL4741060,5.0,-9.70922
5173,C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2N(CCCc2n1)c1ccnc(n1)C(F)(F)F,CHEMBL4783395,4.2552725051033065,-10.67318
5174,Cc1ccoc1C(=O)Nc1ccc(N2C(=O)c3ccncc3C2=O)c(Cl)c1,CHEMBL3628115,4.477121254719663,-9.23629
5175,CS(=O)(=O)Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(cn12)C1CC1,CHEMBL4279238,4.0,-9.00125
5176,COCCCn1c(CN(C)Cc2ccccc2)c2c(cc1=O)[nH]n(-c1ccc(F)cc1Cl)c2=O,CHEMBL1277582,2.9542425094393248,-9.84024
5177,CC1(C)C[C@@]2(CO1)CC[C@@H](CC2)Nc1cc(Nc2ccc(cc2F)S(C)(=O)=O)ncn1,CHEMBL4591100,4.698970004336019,-9.75245
5178,Cc1n[nH]c(C)c1CC(=O)NCc1ccc(Cl)cc1Cl,CHEMBL1210558,2.0,-7.72166
5179,Cc1nn(-c2cncc(c2)[C@](C)(O)C(F)(F)F)c2ccccc12,CHEMBL4098297,4.041392685158225,-8.83573
5180,Cc1cc(ccc1F)-c1cnc2ccn(CC(=O)N3CC(F)C3)c2c1,CHEMBL4445829,3.9395192526186187,-9.23353
5181,Fc1cc(NCC2CCC(CC2)=NOCc2ccccc2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4064737,4.301029995663981,-9.933
5182,O[C@H]1CCC[C@H](CNc2cc(F)c(cc2Cl)S(=O)(=O)Nc2nccs2)C1,CHEMBL4084685,4.301029995663981,-8.82364
5185,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,CHEMBL402978,4.445604203273597,-7.03487
5186,Fc1ccccc1C(=O)N1CCC(CCN2CC[C@H](C2)NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)CC1,CHEMBL1089881,4.0,-11.33064
5187,Cc1cc(Oc2cncnc2)cc(n1)C(=O)Nc1cc(F)ccn1,CHEMBL4090661,4.477121254719663,-8.3558
5188,Cl.COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,CHEMBL542139,5.0,-9.25877
5189,CC(C)N(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,CHEMBL121323,4.903089986991944,-9.30164
5190,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)OCc1ccc(NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](NC(=O)CCCc2cn(CCCNC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc3ccccc3)NC(=O)CCC(=O)NCCCCCC(=O)N(CCCC[C@H](NC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)Cc3cccc(Cl)c3)nn2)C(C)C)cc1)C(C)C,CHEMBL5083665,4.3979400086720375,
5192,CCc1cccc(C)c1CNc1cc(cn2c(C)c(C)nc12)C(N)=O,CHEMBL238146,3.5563025007672873,-8.74731
5193,CCN1CCN(CC1)C(=O)Nc1cc(ccn1)-c1cn(C2CCOCC2)c2cnccc12,CHEMBL4636064,4.3979400086720375,-10.00391
5194,C[C@@H]1COCCN1c1cc(nc(n1)-c1cncc2[nH]ccc12)C1(CC1)S(C)(=O)=O,CHEMBL4281240,4.0,-8.83975
5196,CC(=O)C(Cc1cccc(c1)-c1cc(cc2cccnc12)C(C)(C)S(C)(=O)=O)c1ccc(cc1)S(C)(=O)=O,CHEMBL565558,2.7781512503836434,-10.7078
5197,CNc1nc2ccccc2n1-c1nc(cc(n1)C1(CC1)[S@](C)(=N)=O)N1CCOC[C@H]1C,CHEMBL3648329,4.0,-9.0906
5198,O[C@H]1CC[C@H](CNc2cc(F)c(cc2Cl)S(=O)(=O)Nc2nccs2)CC1,CHEMBL4092435,4.301029995663981,-8.69915
5199,Oc1ccc2[nH]cc(C(=O)OCC34CCN(CC3)CC4)c2c1,CHEMBL3930161,4.0,-8.13504
5200,Fc1cc(NCC2CCCC(=O)C2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4102624,4.301029995663981,-8.40726
5201,Fc1cc(NCCC2CCS(=O)(=O)CC2)c(Cl)cc1S(=O)(=O)Nc1nccs1,CHEMBL4075332,4.301029995663981,-8.1844
5202,C[C@@H]1CN(CCN1c1nccc(n1)C(=O)NC1C2CC3CC1CC(O)(C3)C2)c1ccc(cc1)S(C)(=O)=O,CHEMBL4788862,4.0,-8.95269
5203,COc1ccccc1C1N(C(=O)c2[nH]nc(c12)C(C)(C)C)c1ccc(F)cc1,CHEMBL4745595,3.845098040014257,-8.54144
5204,COC(=O)N1CC[C@@H](C1)N(Cc1cccc(F)c1F)c1ccc(C#N)c(Cl)c1,CHEMBL592745,3.0791812460476247,-8.56268
5205,CN(C)c1ccc(CC(=O)N[C@@H]2CNC[C@H]2c2ccc(cc2)C(C)(F)F)cc1,CHEMBL4759278,5.0,-8.59114
5206,COc1cccc2nc(CCCN(C)CC[C@@]3(C[C@H]4CCC[C@@H]3c3ccccc43)OC(=O)C(C)C)[nH]c12,CHEMBL3609819,4.505149978319906,-9.92335
5208,CN(C)C(=O)Cc1ccc(cc1)-n1nc(c2CCCCc12)C(F)(F)F,CHEMBL1649663,3.845098040014257,-8.68891
5209,Cc1ccccc1-n1nc(ccc1=O)-c1c2NC[C@@H](CO)Cn2nc1-c1ccc(F)cc1,CHEMBL2170294,4.278753600952829,-10.53812
5210,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,CHEMBL451887,4.0,-10.53172
5211,Cc1c(CC(O)=O)c2cccnc2n1S(=O)(=O)c1ccc(F)c(F)c1,CHEMBL563949,4.0,-8.71337
5212,CC1(C)CCC(CC1)Nc1ncnc2c1nn1ccccc21,CHEMBL3787247,4.477121254719663,-8.6427
5213,O[C@H]1CC[C@@H](CC1)NS(=O)(=O)c1ccc(NC(=O)NCc2cccnc2)cc1,CHEMBL2393172,4.0,-9.9729
5214,NC1CN(CC1c1cc(F)c(F)cc1F)c1cc(ncn1)-c1cccc(c1)C(O)=O,CHEMBL245585,4.0,-10.81195
5215,CCc1nc(N)nc(N)c1-c1ccc2OC(C)(C(=O)N(CCCOC)c2c1)c1ccc(F)c(F)c1,CHEMBL238866,3.9190780923760737,-9.64581
5216,CCc1nc(N)nc(N)c1-c1ccc2OC(C)(C(=O)N(CCNC(C)=O)c2c1)C(F)(F)F,CHEMBL394016,4.477121254719663,-9.0269
5217,CS(=O)(=O)N1CCN(CC1)C(=O)c1cnc2ccc(F)cc2c1N1CCC(CC1)(C#N)c1ccccc1,CHEMBL4206892,4.0,-11.17505
5218,FC(F)(F)C1CCN(CCN1)S(=O)(=O)c1ccc(NC(=O)NCc2cccnc2)cc1,CHEMBL2393168,2.041392685158225,-9.53694
